Source_Mol,Target_Mol,Tissue,Source_Organism,Target_Organism,Label
CCN(CC)CCNC1=C2C(=O)C3=C(SC2=C(CNC=O)C=C1)C=CC(OC)=C3,O.O.Cl.Cl.CCN(CC)CCCC(C)NC1=C2C=C(OC)C=CC2=NC2=C1C=CC(Cl)=C2,kidney,Rat,Human,1
CCOC(=O)C(O)(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,OC(C1=CC=C(Cl)C=C1)(C1=CC=C(Cl)C=C1)C(Cl)(Cl)Cl,kidney,Rat,Human,1
[O-]C(=O)C1=CC=CC=C1.CC[N+](CC)(CC(=O)NC1=C(C)C=CC=C1C)CC1=CC=CC=C1,OC(=O)C(F)(F)F.CCN(CC)C(=O)C1=C(C=C(N2CCC(CC2)C2=CC=CC=C2)C(=C1)S(=O)(=O)CC1=CC=CC=C1)N(CC)CCN(C)C,kidney,Rat,Human,1
CC1(CCCCC1)C(=O)NC1=C(Cl)C(Cl)=C(O)C=C1,CC(O)=O.CC(C)C1=CC=C2C(CC[C@H]3[C@](C)(CN)CCC[C@]23C)=C1,kidney,Rat,Human,1
NC1=CC2=C(C=CC=C2)C=C1,CC1=C(N)C=C(N)C=C1,kidney,Rat,Human,1
[Na+].[Na+].CCOC1=CC=C(C=C1)N=NC1=CC=C(C=CC2=CC=C(C=C2S([O-])(=O)=O)N=NC2=CC=C(OCC)C=C2)C(=C1)S([O-])(=O)=O,[Na+].[Na+].OC1=C(N=NC2=CC=C(C=C2)N=NC2=CC=C(C=C2)S([O-])(=O)=O)C(=CC2=CC(NC(=O)C3=CC=CC=C3)=CC=C12)S([O-])(=O)=O,kidney,Rat,Human,1
CN(C)C(=O)NC1=CC=C(OC2=CC=C(Cl)C=C2)C=C1,CCO[C@H](CC1=CC=C(OCCC2=CC=C(OS(C)(=O)=O)C=C2)C=C1)C(O)=O,kidney,Rat,Human,1
CC(C)(C)C1=CSC(=N1)C1=CC2=C(O1)C=CC(OCC1=CC=CC=C1CC(O)=O)=C2,CC(C)(O)C1=CC=C(CNC(=O)C2=CC=CN=C2OC2=CC3=NON=C3C=C2)C=C1,prostate,Rat,Human,1
CC1=NC(NC2=CC=CC=C2)=NC(=C1)C1CC1,CC1=NC(NC2=CC=CC=C2)=NC(=C1)C1CC1,brain,Rat,Human,1
CC(C)=C[C@@H]1[C@@H](C(=O)O[C@H]2CC(=O)C(CC=C)=C2C)C1(C)C,C[C@@H]1CC[C@H]2[C@@H](C)[C@@H](OC(=O)CCC(O)=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4,kidney,Rat,Human,1
CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,OCC(COCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,kidney,Rat,Human,1
CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@@H](O)[C@H]1OC[C@H](O)[C@H]1O,OCC1CO1,prostate,Rat,Human,1
[Cl-].CCNC1=CC2=[O+]C3=C(C=C(C)C(NCC)=C3)C(=C2C=C1C)C1=C(C=CC=C1)C(=O)OCC,[Cl-].CCNC1=CC2=[O+]C3=C(C=C(C)C(NCC)=C3)C(=C2C=C1C)C1=C(C=CC=C1)C(=O)OCC,kidney,Rat,Human,1
CCCCC\C=C/C\C=C/CCCCCCCC(O)=O,O=CCCCC=O,prostate,Rat,Human,1
CC(C)(C)CC(C)(C)C1=CC=C(O)C=C1,CC(C)(C)C1=CC=C(S)C=C1,prostate,Rat,Human,1
[Na+].CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S([O-])(=O)=O,[Ba++].CCCCC(CC)C([O-])=O.CCCCC(CC)C([O-])=O,kidney,Rat,Human,1
CCC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,CCN1N=C(C)C2=C1C(=O)NCC(=N2)C1=CC=C(O)C=C1,prostate,Rat,Human,1
OC1=CC(Cl)=C(C=C1)C1=CC=CC=C1,OC1=CC2=C(C(O)=C1)C(=O)C=C(O2)C1=CC=CC=C1,prostate,Rat,Human,1
[Cl-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,[Br-].CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,kidney,Rat,Human,1
OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1,ClCC(=O)NC1=CC=CC=C1,prostate,Rat,Human,1
Cl.OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=CC=C(O)C=C2S1,C\C(=N/O)C1=CC=C(OCC(=O)N2CCCCC2)C=C1,kidney,Rat,Human,1
O=C1C=C(OC2=CC=CC=C12)C1=CC=CC=C1,O=C1C(=C1C1=CC=CC=C1)C1=CC=CC=C1,kidney,Rat,Human,1
CCCCCCCCCCCCCCCC(O)=O,CCCCCCCCCC(O)=O,brain,Rat,Human,1
CC(C)=CC1C(C(=O)OCC2=COC(CC3=CC=CC=C3)=C2)C1(C)C,CC1CC(CC(C)(C)C1)OC(=O)C1=C(O)C=CC=C1,prostate,Rat,Human,1
CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,C=CC(=O)OCCOC(=O)C=C,kidney,Rat,Human,1
CCOC(=O)CCN(SN(C)C(=O)OC1=CC=CC2=C1OC(C)(C)C2)C(C)C,CCCCN(CCCC)SN(C)C(=O)OC1=C2OC(C)(C)CC2=CC=C1,kidney,Rat,Human,1
CC(COCC(C)OC(=O)C1=CC=CC=C1)OC(=O)C1=CC=CC=C1,CC(C)C(OC(=O)C1=CC=CC=C1)C(C)(C)COC(=O)C1=CC=CC=C1,kidney,Rat,Human,1
CC1=C2C=CC=CC2=C(C)C2=C3C=CC=CC3=CC=C12,C[C@]12O[C@H](C[C@]1(O)CO)N1C3=C(C=CC=C3)C3=C1C1=C(C4=C3C(=O)NC4)C3=C(C=CC=C3)N21,kidney,Rat,Human,1
COC1=CC2=C(C=C1OC)[C@H]1[C@@H](CO2)OC2=C(C=CC3=C2C[C@@H](O3)C(C)=C)C1=O,CC[C@H]1CN2CCC3=C(C=C(OC)C(OC)=C3)[C@@H]2C[C@@H]1C[C@H]1NCCC2=CC(OC)=C(OC)C=C12,kidney,Rat,Human,1
CC1=C(Cl)C(=O)N(C(=O)N1)C(C)(C)C,CSC1=NN=C(C(=O)N1N)C(C)(C)C,brain,Rat,Human,1
[Cl-].CN(C)C1=CC=C(C=C1)C(C1=CC=C(C=C1)N(C)C)=C1C=CC(C=C1)=[N+](C)C,Cl.NC1=CC=C(C=C1)C(C1=CC=C(N)C=C1)=C1C=CC(=N)C=C1,kidney,Rat,Human,1
OC(CN1C=NC=N1)(CC1=C(Cl)C=CC=C1)C1(Cl)CC1,CC1(C)CON(CC2=C(Cl)C=CC=C2)C1=O,prostate,Rat,Human,1
OC1=CC=C(C=C1)C(=O)OCC1=CC=CC=C1,OC1=CC=C(C=C1)C(=O)OCC1=CC=CC=C1,kidney,Rat,Human,1
Cl.CN1C(=O)C=C(OC2=C(F)C=C(F)C=C2)C2=C1N=C(NCC(C)(C)O)N=C2,CS(O)(=O)=O.N[C@H]1[C@@H]2CN(C[C@H]12)C1=C(F)C=C2C(=O)C(=CN(C3=CC=C(F)C=C3F)C2=N1)C(O)=O,kidney,Rat,Human,1
OC1=CC=C(C=C1)C(=O)OC1=CC=CC=C1,CCOC(=O)NCCOC1=CC=C(OC2=CC=CC=C2)C=C1,kidney,Rat,Human,1
CC1(C)NC(=O)N(C1=O)C1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,[O-][N+](=O)C1=CC=C(O1)C=NN1CC(=O)NC1=O,prostate,Rat,Human,1
BrCC(Br)COP(=O)(OCC(Br)CBr)OCC(Br)CBr,BrC(Br)(Br)C=O,kidney,Rat,Human,1
CC1=CC=C(C(=C1)[N+]([O-])=O)[N+]([O-])=O,[Na+].CC1=CC=C(C(C)=C1)S([O-])(=O)=O,kidney,Rat,Human,1
CC(C)=C[C@@H]1[C@@H](C(=O)O[C@H]2CC(=O)C(CC=C)=C2C)C1(C)C,CC(=O)O[C@]1(C(C)=O)C(=C)C[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,kidney,Rat,Human,1
C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC1CC(=O)NC(=O)C1,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12C,kidney,Rat,Human,1
[Na+].CCCCCCCCC1=CC=C(C=C1)S([O-])(=O)=O,CCCCCCC1CCC(=O)O1,prostate,Rat,Human,1
[Ca++].CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC([O-])=O)C1=CC=C(F)C=C1)C1=CC=CC=C1.CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC([O-])=O)C1=CC=C(F)C=C1)C1=CC=CC=C1,CC(O)=O.CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1,kidney,Rat,Human,1
CN(C)C(=S)SC(=S)N(C)C,[Cu++].CN(C)C([S-])=S.CN(C)C([S-])=S,kidney,Rat,Human,1
OC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)C(Cl)(Cl)Cl,CC(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,kidney,Rat,Human,1
CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC,CCOC(=O)CC(=O)CCl,kidney,Rat,Human,1
CCCCNS(=O)(=O)C1=CC=C(C)C=C1,OC(=O)CC1=CC=C(CCNS(=O)(=O)C2=CC=C(Cl)C=C2)C=C1,kidney,Rat,Human,1
COC1=CC(=CC=C1N)C1=CC(OC)=C(N)C=C1,COC1=CC(=CC=C1N)C1=CC(OC)=C(N)C=C1,kidney,Rat,Human,1
[Cl-].CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC,[Br-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,kidney,Rat,Human,1
ClC1=CC(Cl)=C(C=C1)C1(CN2C=NC=N2)CC(Br)CO1,ClC1=C(Cl)[C@]2(Cl)[C@@H]3COS(=O)OC[C@@H]3[C@@]1(Cl)C2(Cl)Cl,kidney,Rat,Human,1
N(C1=CC=CC=C1)C1=CC=C2C=CC=CC2=C1,BrC1=C2C=CC=CC2=CC2=CC=CC=C12,kidney,Rat,Human,1
Cl.COC1=CC=CC(=C1)C1=C(Cl)C=C(\C=C/CN2CCCCCC2)C=C1,[Na+].O[C@H](\C=C\[C@H]1[C@H](O)C[C@@H]2O\C(C[C@H]12)=C/C1=CC=CC(=C1)C(O)=O)C1CCCCC1,kidney,Rat,Human,1
CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,OC(=O)CN(CC(O)=O)CC(O)=O,kidney,Rat,Human,1
C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C/C(O)=O,C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C/C(O)=O,kidney,Rat,Human,1
Cl.CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,Cl.CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,brain,Rat,Human,1
[Na+].CC1=CC=C(N=NC2=C(O)C=CC(N=NC3=CC=C(C=C3)S([O-])(=O)=O)=C2O)C(C)=C1,[Na+].CC1=C(Br)C(O)=C(Br)C=C1\C(=C1\C=C(Br)C(=O)C(Br)=C1C)C1=C(C=CC=C1)S([O-])(=O)=O,kidney,Rat,Human,1
NC1=CC2=C(C=CC=C2)C=C1,S1C=CC=C1C1=CC=C(S1)C1=CC=CS1,kidney,Rat,Human,1
CC(C)=CC1C(C(=O)OC2CC(=O)C(CC#C)=C2C)C1(C)C,COC(=O)[C@]12CCC(C)(C)C[C@H]1[C@H]1C(=O)C=C3[C@@]4(C)C=C(C#N)C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,kidney,Rat,Human,1
ClC1=C(Cl)C(C#N)=C(Cl)C(C#N)=C1Cl,[O-][N+](=O)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,prostate,Rat,Human,1
N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O,kidney,Rat,Human,1
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,[H][C@@]12CC[C@H](O)[C@@]1(C)C=CC1=C3CCC(=O)C=C3CC[C@@]21[H],kidney,Rat,Human,1
CC(C)(C1=CC(Cl)=C(O)C(Cl)=C1)C1=CC(Cl)=C(O)C(Cl)=C1,OC1=C(Cl)C=C(Cl)C=C1Cl,prostate,Rat,Human,1
OC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)(C(F)(F)F)C(F)(F)F,CC1(C)CNC(NC1)=NN=C(\C=C\C1=CC=C(C=C1)C(F)(F)F)/C=C/C1=CC=C(C=C1)C(F)(F)F,kidney,Rat,Human,1
CC(C)=CC1C(C(=O)OCC2=COC(CC3=CC=CC=C3)=C2)C1(C)C,CC(C)[C@]12CC[C@](C)(O1)[C@@H](C2)OCC1=C(C)C=CC=C1,prostate,Rat,Human,1
[Na+].CCCCCCCCCCCCOS([O-])(=O)=O,[Na+].CCCCCCCCCCCCOS([O-])(=O)=O,prostate,Rat,Human,1
OC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O,COC1=CC=C(C=C1)C1=COC2=C(C(O)=CC(O)=C2)C1=O,kidney,Rat,Human,1
NC1=C(Cl)C=C(C=C1)[N+]([O-])=O,NNC1=NC(=CS1)C1=CC=C(C=C1)[N+]([O-])=O,kidney,Rat,Human,1
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,kidney,Rat,Human,1
O[N+]([O-])=O.ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,O[N+]([O-])=O.ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,kidney,Rat,Human,1
CS(O)(=O)=O.CC1=NC=CN1C1=CC=C(SC2=CC=CC(=C2)C2(CCOCC2)C(N)=O)C=C1,CS(O)(=O)=O.CC1=NC=CN1C1=CC=C(SC2=CC=CC(=C2)C2(CCOCC2)C(N)=O)C=C1,brain,Rat,Human,1
NC1=C(Cl)C=C(C=C1)[N+]([O-])=O,COC1=CC(=CC=C1N)[N+]([O-])=O,kidney,Rat,Human,1
OC(=O)C1=C(O)C2=CC=CC=C2C(O)=C1,OC(=O)C1=C(O)C(CC2=C3C=CC=CC3=CC(C(O)=O)=C2O)=C2C=CC=CC2=C1,kidney,Rat,Human,1
OC(=O)C1=C(O)C2=CC=CC=C2C(O)=C1,CC1=NC2=C(C=C1)C(Br)=CC(Br)=C2O,kidney,Rat,Human,1
CCCCOP(=O)(CCCC)OCCCC,CCCC[Sn](CCCC)(CCCC)OC(=O)C(C)=C,kidney,Rat,Human,1
ClC1=CC(Cl)=C(C=C1)C(CN1C=CN=C1)OCC=C,ClC1=CC(Cl)=C(C=C1)C(CN1C=CN=C1)OCC=C,brain,Rat,Human,1
CCN(CC)C(=S)SSC(=S)N(CC)CC,[Zn++].CCN(CC)C([S-])=S.CCN(CC)C([S-])=S,kidney,Rat,Human,1
CS([O-])(=O)=O.CN(C[C@@H](CC[N+]12CCC(CC1)(CC2)C1CCCCC1)C1=CC(Cl)=C(Cl)C=C1)C(=O)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,OC1CCCCCCCCCCC1,kidney,Rat,Human,1
CN(C)C(=S)SC(=S)N(C)C,[Fe+3].CN(C)C([S-])=S.CN(C)C([S-])=S.CN(C)C([S-])=S,kidney,Rat,Human,1
CCCCCCCCC(=O)NCC1=CC(OC)=C(O)C=C1,Br.CCCCCCCCN1CN(C)C=C1,kidney,Rat,Human,1
CS(=O)(=O)C1=CC=C(C=C1Cl)[C@@H](CC1CCCC1)C(=O)NC1=NC=CN=C1,CC1(CCCCC1)C(=O)NC1=C(Cl)C(Cl)=C(O)C=C1,prostate,Rat,Human,1
COC1=CC2=C(C=C1OC)[C@H]1[C@@H](CO2)OC2=C(C=CC3=C2C[C@@H](O3)C(C)=C)C1=O,COC1=C2C(=O)C3=C(C(O)=C4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)C4=C3O)C(C)=O)C(=O)C2=CC=C1,kidney,Rat,Human,1
OC1=CC=C(Cl)C=C1CC1=CC(Cl)=CC=C1O,CC(C)(C)CC(C)(C)C1=CC=C(O)C(CC2=CC=C(Cl)C=C2Cl)=C1,kidney,Rat,Human,1
CN(C)C1=CC2=C(C=C1)C(C)=CC(=O)O2,CN(C)C1=CC2=C(C=C1)C(C)=CC(=O)O2,kidney,Rat,Human,1
OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1,C(C1=CC=CC=C1)C1=CC=CC=C1,prostate,Rat,Human,1
CC(C)COC(=O)C1=C(C=CC=C1)C(=O)OCC(C)C,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OCC(C)C,kidney,Rat,Human,1
Cl.OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=CC=C(O)C=C2S1,Cl.CCCCN1C(=O)[C@H](NC(=O)C11CCN(CC2=CC=C(OC3=CC=C(C=C3)C(O)=O)C=C2)CC1)[C@H](O)C1CCCCC1,kidney,Rat,Human,1
CC(C)(O)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,CCN(CC(C)=C)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,prostate,Rat,Human,1
CC1=C2C=CC=CC2=C(C)C2=C3C=CC=CC3=CC=C12,C1=CC2=CC=C3C=C4C(C=CC5=CC=CC=C45)=CC3=C2C=C1,kidney,Rat,Human,1
COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,brain,Rat,Human,1
ClC1=CC=C(C=C1)C(=O)C1=CC=CC=C1,CC(C)(C)N(NC(=O)C1=CC=C(Cl)C=C1)C(=O)C1=CC=CC=C1,kidney,Rat,Human,1
O=C1C=CC(=O)C2=C1C=CC=C2,O=C1NSC2=C1C=CC=C2,prostate,Rat,Human,1
[Na+].CCCCC1=NC2=C(N=CC=C2)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=N[N-]1,CCOC1=NC2=CC=CC(C(=O)OC(C)OC(=O)OC3CCCCC3)=C2N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1,kidney,Rat,Human,1
OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1,OCCOC1=CC=CC=C1,prostate,Rat,Human,1
[O-][N+](=O)C1=CC(=C(Cl)C=C1)[N+]([O-])=O,CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)C(C)C)[N+]([O-])=O,prostate,Rat,Human,1
C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C/C(O)=O,C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C/C(O)=O,kidney,Rat,Human,1
OC(=O)\C=C/C(O)=O.CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=CC=CC=N1,CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)CC1=CC=CS1)C2=O)C(O)=O,kidney,Rat,Human,1
[Cl-].CCCCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1,[Cl-].CCCCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1,kidney,Rat,Human,1
CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,kidney,Rat,Human,1
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C)[C@@H]1CCC2=O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,prostate,Rat,Human,1
Cl.COC1=CC=CC(=C1)C1=C(Cl)C=C(\C=C/CN2CCCCCC2)C=C1,CCOC(=O)N1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2,kidney,Rat,Human,1
CC(C)N(C(=O)CCl)C1=CC=CC=C1,CC(C)N1C(SCN(C1=O)C1=CC=CC=C1)=NC(C)(C)C,kidney,Rat,Human,1
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,C[C@@H]1O[C@@H](O[C@H]2CC[C@]3(C)[C@H]4CC[C@]5(C)[C@H](CC[C@]5(O)[C@@H]4CCC3=C2)C2=COC(=O)C=C2)[C@H](O)[C@H](O)[C@H]1O,kidney,Rat,Human,1
OC1=CC=C(C=C1)C(=O)OC1=CC=CC=C1,OC(COC(=O)C=C)COC1=CC=CC=C1,kidney,Rat,Human,1
OC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC(Cl)=C1,COC(=O)C(C)OC1=CC=C(OC2=CC=C(Cl)C=C2Cl)C=C1,prostate,Rat,Human,1
CC(C)OC(=O)NC1=CC=CC(Cl)=C1,ClCC#CCOC(=O)NC1=CC=CC(Cl)=C1,kidney,Rat,Human,1
CC(C)(C1=CC=CC=C1)C1=CC=C(O)C=C1,"CC(C)(C)CC(C)(C)C1=CC=CC=C1.O* |c:10,12,t:8,lp:14:2,m:15:13.12.11|",kidney,Rat,Human,1
NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,OS(O)(=O)=O.NC1=CC2=NC3=CC(N)=CC=C3C=C2C=C1.NC1=CC2=NC3=CC(N)=CC=C3C=C2C=C1,kidney,Rat,Human,1
CCC(C)N(C)C(=O)C1=CC2=C(C=CC=C2)C(=N1)C1=CC=CC=C1Cl,Cl.Cl.COCC(=O)O[C@]1(CCN(C)CCCC2=NC3=C(N2)C=CC=C3)CCC2=C(C=CC(F)=C2)[C@@H]1C(C)C,kidney,Rat,Human,1
Cl.Cl.CC1=C(N)C=CC(=C1)C1=CC(C)=C(N)C=C1,CC1=CC(=CC=C1N)C1=CC=C(N)C(C)=C1,kidney,Rat,Human,1
COP(=S)(OC)OC1=CC=C(C(C)=C1)[N+]([O-])=O,CCOP(=S)(OC(C)C)OC1=CN=C(N=C1)C(C)(C)C,prostate,Rat,Human,1
CCN(CC)CCNC1=C2C(=O)C3=C(SC2=C(CNC=O)C=C1)C=CC(OC)=C3,CCN(CC)CCNC1=C2C(=O)C3=C(SC2=C(CNC=O)C=C1)C=CC(OC)=C3,kidney,Rat,Human,1
COC1=CC=C(C=C1)N1N=C(C=C1C1=CC=C(C=C1)S(C)=O)C(F)F,COC1=CC=C(C=C1)N1N=C(C=C1C1=CC=C(C=C1)S(C)=O)C(F)F,brain,Rat,Human,1
OC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC(Cl)=C1,CN[C@H]1CC[C@@H](C2=CC=C(Cl)C(Cl)=C2)C2=CC=C(C=C12)S(N)(=O)=O,prostate,Rat,Human,1
ClC12C(=O)C3(Cl)C4(Cl)C1(Cl)C1(Cl)C2(Cl)C3(Cl)C4(Cl)C1(Cl)Cl,ClC1=C(Cl)[C@]2(Cl)[C@@H]3[C@@H]4C[C@@H](C=C4)[C@@H]3[C@@]1(Cl)C2(Cl)Cl,prostate,Rat,Human,1
C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC1CC(=O)NC(=O)C1,OC[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,kidney,Rat,Human,1
[O-]C(=O)C1=CC=CC=C1.CC[N+](CC)(CC(=O)NC1=C(C)C=CC=C1C)CC1=CC=CC=C1,Cl.COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OCCN(C)CC1=CC=CC=C1,kidney,Rat,Human,1
NC1=CC2=C(C=CC=C2)C=C1,[Na+].[O-][N+]1=C([S-])C=CC=C1,kidney,Rat,Human,1
OC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC(Cl)=C1,OC(=O)C1(CC1)C(=O)NC1=CC=C(Cl)C=C1Cl,prostate,Rat,Human,1
CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,CC(C1=CC=C(O)C=C1)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,kidney,Rat,Human,1
CC(C)OC1=CC=CC(NC(=O)C2=C(C)C=CC=C2)=C1,CC(C)[C@]12CC[C@](C)(O1)[C@@H](C2)OCC1=C(C)C=CC=C1,kidney,Rat,Human,1
Cl.CCN1CCC2(COC3=C2C=C2N(CCC2=C3)C(=O)C2=CC=C(C=C2)C2=CC=C(C=C2C)C2=NN=C(C)O2)CC1,Cl.CC1=NC(=NO1)C1=CC2=C(CCN(CCC3CCC(CC3)NC(=O)\C=C\C3=CC=C(F)C=C3)CC2)C=C1,kidney,Rat,Human,1
FC(F)(F)C1=C(Br)C(C#N)=C(N1)C1=CC=C(Cl)C=C1,ClC1=C(Cl)C(C#N)=C(Cl)C(C#N)=C1Cl,kidney,Rat,Human,1
OC(=O)COC1=C(Cl)C=C(Cl)C(Cl)=N1,ClC1=NC(C#N)=C(Cl)C(Cl)=C1Cl,kidney,Rat,Human,1
O=S(=O)(C1=CC=CC=C1)C1=CC=CC=C1,[O-][N+]1=C(SSC2=[N+]([O-])C=CC=C2)C=CC=C1,kidney,Rat,Human,1
COC1=CC2=C(C=C1OC)[C@H]1[C@@H](CO2)OC2=C(C=CC3=C2C[C@@H](O3)C(C)=C)C1=O,COC1=C2C(=O)C3=C(C(O)=C4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)C4=C3O)C(C)=O)C(=O)C2=CC=C1,kidney,Rat,Human,1
CCC1=NC(N)=NC(N)=C1C1=CC=C(Cl)C=C1,NC1=NC(Cl)=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](CO)O1,brain,Rat,Human,1
N(C1=CC=CC=C1)C1=CC=C2C=CC=CC2=C1,OC1=CC=C(NC2=CC=CC=C2)C=C1,kidney,Rat,Human,1
NC(=O)N1C(=O)C(C(=O)C2=CC(Cl)=CS2)C2=C1C=C(Cl)C(F)=C2,CCOC(=O)COC1=C(Cl)C=C(F)C(=C1)C1=NN(C)C(OC(F)F)=C1Cl,prostate,Rat,Human,1
CC1=C(CCOC2=CC=CC3=C2C=CN3CCC(O)=O)N=C(O1)C1=CC=CC=C1,Cl.COC1=C2[C@@H]3CN(CCCCN4C(=O)NC5=C(SC6=C5N=C(C=N6)C5=CC=CC=C5)C4=O)C[C@@H]3COC2=CC=C1,kidney,Rat,Human,1
